%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=212885, 2020/04/13 16:28:47.85)
32 321  1.739658000554156869e+00 0 0 4.279840e+00 -1.203944e+00 -1.286209e+00 -3.137732e+00 1.553933e+00 -2.329803e+00 
33 331  1.738236731407582170e+00 0 0 4.099847e+00 -1.220377e+00 -1.293109e+00 -3.153366e+00 1.367989e+00 -2.092167e+00 
34 341  1.758403507231577123e+00 0 0 4.192936e+00 -1.457775e+00 -1.443623e+00 -3.085947e+00 1.579798e+00 -2.135805e+00 
35 351  1.713902073427873374e+00 0 0 4.003017e+00 -1.204376e+00 -1.661613e+00 -3.042512e+00 1.409925e+00 -2.199883e+00 
36 361  1.750860742857870189e+00 0 0 4.259842e+00 -1.199010e+00 -1.792257e+00 -3.123455e+00 1.610787e+00 -1.817612e+00 
37 371  1.735019568020963021e+00 0 0 3.794839e+00 -1.127957e+00 -1.708750e+00 -2.925526e+00 1.320774e+00 -2.122798e+00 
38 381  1.756056933314656732e+00 0 0 3.703082e+00 -1.361885e+00 -1.582274e+00 -2.898318e+00 1.297936e+00 -2.175549e+00 
39 391  1.728229259371410365e+00 0 0 3.768462e+00 -1.127876e+00 -1.389131e+00 -2.923306e+00 1.234055e+00 -2.002778e+00 
40 401  1.712416313189373263e+00 0 0 3.463052e+00 -1.162496e+00 -1.511867e+00 -2.810182e+00 1.074326e+00 -2.001971e+00 
41 411  1.714536412614426464e+00 0 0 3.777715e+00 -1.210372e+00 -1.516124e+00 -2.987953e+00 1.220404e+00 -1.945134e+00 
42 421  1.709315804614029988e+00 0 0 3.823338e+00 -1.148600e+00 -1.608684e+00 -3.043612e+00 1.191843e+00 -1.867190e+00 
43 431  1.707411042885751851e+00 0 0 3.717435e+00 -1.101190e+00 -1.603322e+00 -3.012269e+00 1.113737e+00 -1.853213e+00 
44 441  1.700630084751213689e+00 0 0 3.879481e+00 -1.148336e+00 -1.662553e+00 -3.090012e+00 1.206341e+00 -1.693760e+00 
45 451  1.703266031796544677e+00 0 0 3.868027e+00 -1.134644e+00 -1.696287e+00 -3.064682e+00 1.218502e+00 -1.792180e+00 
46 461  1.699583598047308186e+00 0 0 3.638448e+00 -1.148687e+00 -1.679779e+00 -2.953446e+00 1.104433e+00 -1.783174e+00 
47 471  1.706185098612924556e+00 0 0 3.733589e+00 -1.224659e+00 -1.560860e+00 -3.078779e+00 1.081512e+00 -1.766814e+00 
48 481  1.705433562460305863e+00 0 0 3.662928e+00 -1.154338e+00 -1.569100e+00 -3.003351e+00 1.066911e+00 -1.819233e+00 
49 491  1.702108605419407894e+00 0 0 3.856186e+00 -1.203818e+00 -1.763787e+00 -3.121568e+00 1.180378e+00 -1.784483e+00 
50 501  1.697717366937325334e+00 0 0 3.951798e+00 -1.167734e+00 -1.759133e+00 -3.195885e+00 1.185665e+00 -1.747188e+00 
51 511  1.694826657670989611e+00 0 0 3.968888e+00 -1.158935e+00 -1.773832e+00 -3.223788e+00 1.168796e+00 -1.681036e+00 
52 521  1.695079659831351560e+00 0 0 3.920434e+00 -1.154370e+00 -1.717874e+00 -3.236522e+00 1.100278e+00 -1.692414e+00 
53 531  1.696867443099395745e+00 0 0 3.816862e+00 -1.127026e+00 -1.762677e+00 -3.176664e+00 1.062852e+00 -1.792675e+00 
54 541  1.693478051023834530e+00 0 0 3.914936e+00 -1.077880e+00 -1.769854e+00 -3.261927e+00 1.049364e+00 -1.622787e+00 
55 551  1.691903615884101653e+00 0 0 3.855683e+00 -1.125139e+00 -1.800996e+00 -3.257133e+00 1.014779e+00 -1.763809e+00 
56 561  1.685546199588437766e+00 0 0 3.839663e+00 -1.162651e+00 -1.811189e+00 -3.341936e+00 9.196776e-01 -1.665296e+00 
57 571  1.686943147810618937e+00 0 0 3.826641e+00 -1.105116e+00 -1.751036e+00 -3.306763e+00 9.184860e-01 -1.657856e+00 
58 581  1.685955943317738237e+00 0 0 3.843190e+00 -1.033496e+00 -1.851816e+00 -3.337848e+00 8.841727e-01 -1.497442e+00 
59 591  1.681802889505036980e+00 0 0 3.751141e+00 -1.050376e+00 -1.798199e+00 -3.373508e+00 7.651970e-01 -1.646613e+00 
60 601  1.678832439983078739e+00 0 0 3.807933e+00 -1.070489e+00 -1.708957e+00 -3.390476e+00 7.946991e-01 -1.528611e+00 
61 611  1.673374176944245395e+00 0 0 3.682858e+00 -1.064437e+00 -1.679328e+00 -3.411795e+00 6.440392e-01 -1.540980e+00 
62 621  1.675204415123873414e+00 0 0 3.805394e+00 -1.121827e+00 -1.635131e+00 -3.476061e+00 7.110700e-01 -1.487857e+00 
63 631  1.663620105968537821e+00 0 0 3.943200e+00 -1.116375e+00 -1.825798e+00 -3.613973e+00 7.105546e-01 -1.417804e+00 
64 641  1.657673209629209055e+00 0 0 3.712789e+00 -1.002584e+00 -1.772867e+00 -3.500365e+00 5.464760e-01 -1.453520e+00 
65 651  1.648486920317345339e+00 0 0 3.664277e+00 -9.662774e-01 -1.631563e+00 -3.494434e+00 4.602453e-01 -1.305881e+00 
66 661  1.628366925936764575e+00 0 0 3.571893e+00 -9.963084e-01 -1.712293e+00 -3.580601e+00 2.876589e-01 -1.276687e+00 
67 671  1.641661934400676648e+00 0 0 3.546561e+00 -8.657877e-01 -1.851216e+00 -3.609694e+00 1.769069e-01 -1.145485e+00 
68 681  1.625928386977177453e+00 0 0 3.614620e+00 -1.042634e+00 -1.789447e+00 -3.609353e+00 3.120921e-01 -1.285319e+00 
69 691  1.611004284537011166e+00 0 0 3.547821e+00 -1.000368e+00 -1.772916e+00 -3.619640e+00 1.941848e-01 -1.135844e+00 
70 701  1.611782426212412522e+00 0 0 3.487861e+00 -9.318894e-01 -1.757182e+00 -3.524791e+00 2.143007e-01 -1.163966e+00 
71 711  1.615563825121435926e+00 0 0 3.476997e+00 -8.660749e-01 -1.808100e+00 -3.495395e+00 2.188388e-01 -1.242770e+00 
72 721  1.601499668995600922e+00 0 0 3.326480e+00 -8.684990e-01 -1.798819e+00 -3.446580e+00 1.036711e-01 -1.227210e+00 
73 731  1.607213886002003322e+00 0 0 3.335153e+00 -9.004680e-01 -1.804928e+00 -3.412397e+00 1.707843e-01 -1.296609e+00 
74 741  1.607676289030860683e+00 0 0 3.408163e+00 -9.670715e-01 -1.852616e+00 -3.549668e+00 1.137179e-01 -1.306182e+00 
75 751  1.593069166989537599e+00 0 0 3.270983e+00 -9.230369e-01 -1.959505e+00 -3.508027e+00 -1.921364e-03 -1.324857e+00 
76 761  1.591427640040278479e+00 0 0 3.421497e+00 -9.274802e-01 -1.923489e+00 -3.619382e+00 1.741732e-02 -1.223036e+00 
77 771  1.581960574410527620e+00 0 0 3.372599e+00 -8.730843e-01 -2.016214e+00 -3.582152e+00 4.258513e-03 -1.267308e+00 
78 781  1.581301831470889097e+00 0 0 3.458580e+00 -8.087161e-01 -2.037290e+00 -3.634409e+00 1.516778e-02 -1.254484e+00 
79 791  1.594123688058743049e+00 0 0 3.459096e+00 -9.068490e-01 -1.992223e+00 -3.615572e+00 8.908504e-02 -1.323747e+00 
80 801  1.578780649467500519e+00 0 0 3.447491e+00 -8.390447e-01 -2.029410e+00 -3.722059e+00 -9.046200e-02 -1.238884e+00 
81 811  1.578577159375625039e+00 0 0 3.430385e+00 -8.471737e-01 -2.022944e+00 -3.737138e+00 -1.391405e-01 -1.197220e+00 
82 821  1.573490730319216935e+00 0 0 3.539536e+00 -7.974826e-01 -1.915412e+00 -3.724986e+00 -2.470792e-02 -1.163904e+00 
83 831  1.559564604387949194e+00 0 0 3.716246e+00 -8.027767e-01 -2.116080e+00 -3.939853e+00 -7.905398e-02 -1.136253e+00 
84 841  1.563401531286813473e+00 0 0 3.707188e+00 -7.121902e-01 -2.173523e+00 -3.939159e+00 -1.148233e-01 -1.191666e+00 
85 851  1.560749020455095781e+00 0 0 3.624581e+00 -7.936173e-01 -2.377006e+00 -3.935427e+00 -1.631574e-01 -1.234390e+00 
86 861  1.558923030214712568e+00 0 0 3.577642e+00 -8.079133e-01 -2.194887e+00 -3.880188e+00 -1.933691e-01 -1.108796e+00 
87 871  1.559469433391330595e+00 0 0 3.557555e+00 -8.434305e-01 -2.150936e+00 -3.790009e+00 -8.269238e-02 -1.084178e+00 
88 881  1.556374205547335743e+00 0 0 3.776392e+00 -7.950854e-01 -2.220809e+00 -4.029616e+00 -1.502680e-01 -1.072785e+00 
89 891  1.557924421969347106e+00 0 0 3.664690e+00 -7.416589e-01 -2.136609e+00 -3.890328e+00 -1.051458e-01 -1.163429e+00 
90 901  1.546329534610315859e+00 0 0 3.909774e+00 -7.056491e-01 -2.228710e+00 -4.138377e+00 -1.496772e-01 -1.087108e+00 
91 911  1.550168100652090208e+00 0 0 3.880571e+00 -7.763734e-01 -2.187664e+00 -4.095603e+00 -9.759002e-02 -1.062316e+00 
92 921  1.552571526376176791e+00 0 0 3.910986e+00 -8.245351e-01 -2.151518e+00 -4.162660e+00 -1.281332e-01 -1.022253e+00 
93 931  1.548711550948027593e+00 0 0 3.972073e+00 -6.947546e-01 -2.259572e+00 -4.212421e+00 -1.787491e-01 -1.110365e+00 
94 941  1.547102108725443959e+00 0 0 3.806193e+00 -7.668945e-01 -2.138170e+00 -4.068783e+00 -1.692369e-01 -1.027150e+00 
95 951  1.537427850954556474e+00 0 0 4.121724e+00 -7.493035e-01 -2.294997e+00 -4.373564e+00 -1.787187e-01 -1.003334e+00 
96 961  1.536774201219816893e+00 0 0 4.000642e+00 -7.270096e-01 -2.353245e+00 -4.275905e+00 -2.112953e-01 -1.034982e+00 
97 971  1.534013269237016086e+00 0 0 4.127831e+00 -7.367694e-01 -2.340899e+00 -4.370562e+00 -1.861672e-01 -9.787709e-01 
98 981  1.533871441805085167e+00 0 0 4.182139e+00 -6.700834e-01 -2.458044e+00 -4.498802e+00 -3.081770e-01 -1.066287e+00 
99 991  1.524839116481169432e+00 0 0 4.265508e+00 -6.958357e-01 -2.416687e+00 -4.513788e+00 -2.364225e-01 -9.333145e-01 
100 1001  1.531179086196111427e+00 0 0 4.358045e+00 -6.963210e-01 -2.409974e+00 -4.574271e+00 -2.117057e-01 -8.098246e-01 
